time(s);clutchPressed;brakePressed;steeringWheelButtons;shiftLeverPos;engineTemp;wheel1;wheel2;wheel3;wheel4;speed;engineRpm;range;fuelLevel1;fuelLevel2;engineTorque;batteryVoltage;avgCons;avgSpeed;throttlePercent;steeringPos;
147.96;0;0;0;0;D;1B;1B;1B;1B;1B;6BC;1C9;3.2;31.4;107.5;14.5;5.5;77.1;0.2965;0.0041;
148.21;0;0;0;0;D;1C;1C;1C;1C;1B;6FE;1CA;3.2;31.4;102.0;14.5;5.5;77.1;0.2886;0.0080;
148.46;0;0;0;0;D;1D;1D;1D;1D;1D;753;1CA;3.2;31.6;96.5;14.5;5.5;77.1;0.2767;0.0094;
148.71;0;0;0;0;D;1E;1E;1E;1E;1E;77C;1CA;3.2;32.3;92.0;14.5;5.5;77.1;0.2767;0.0071;
148.96;0;0;0;0;E;1F;1F;1E;1F;1F;7B4;1CA;3.2;32.3;40.5;14.5;5.5;77.1;0.0079;-0.0041;
149.21;1;0;0;0;E;1F;1F;1F;1F;1F;75B;1CA;3.2;32.3;-55.5;14.6;5.5;77.1;-0.0001;-0.0063;
149.46;1;0;0;0;E;20;20;20;20;20;57C;1CA;3.2;32.5;-54.0;14.5;5.5;77.1;-0.0001;-0.0049;
149.71;1;0;0;0;E;20;20;20;20;20;44F;1CA;3.2;33.0;-35.5;14.5;5.5;77.1;0.1264;-0.0039;
149.96;1;0;0;0;E;20;20;20;20;20;53C;1CA;3.2;33.0;57.0;14.5;5.5;77.1;0.2490;-0.0041;
150.21;0;0;0;0;E;20;20;20;20;20;518;1CA;3.2;33.2;96.0;14.5;5.5;77.1;0.2767;-0.0041;
150.46;0;0;0;0;E;21;21;21;21;21;532;1CA;3.2;33.2;91.0;14.6;5.5;77.1;0.2648;-0.0039;
150.71;0;0;0;0;E;22;22;22;22;22;54A;1CA;3.2;33.0;85.5;14.6;5.5;77.1;0.2530;-0.0034;
150.97;0;0;0;0;E;23;22;23;23;23;566;1CA;3.2;33.6;80.0;14.5;5.5;77.1;0.2451;-0.0020;
151.22;0;0;0;0;E;23;23;23;23;23;545;1CA;3.2;33.6;-7.0;14.5;5.5;77.1;-0.0001;-0.0023;
151.47;0;0;0;0;E;23;23;23;23;23;56C;1CA;3.2;33.7;-44.0;14.5;5.5;77.1;0.0434;-0.0010;
151.72;0;0;0;0;E;23;23;23;23;23;55A;1CA;3.2;34.9;-24.5;14.5;5.5;77.1;0.1027;-0.0020;
151.97;0;0;0;0;E;23;23;23;23;23;561;1CA;3.2;34.9;-6.5;14.5;5.5;77.1;0.0988;-0.0020;
152.22;0;0;0;0;E;22;22;23;23;23;568;1CA;3.2;35.4;-3.0;14.5;5.5;77.1;0.0948;-0.0020;
152.47;0;0;0;0;E;23;23;23;23;23;56C;1CA;3.2;35.4;-1.0;14.5;5.5;77.1;0.0948;-0.0021;
152.72;0;0;0;0;E;23;23;23;23;23;56F;1CA;3.2;35.9;0.0;14.6;5.5;77.1;0.0909;-0.0020;
152.97;0;0;0;0;E;23;23;23;23;23;569;1CA;3.2;36.0;-14.0;14.6;5.5;77.1;-0.0001;-0.0021;
153.22;0;0;0;0;E;23;23;23;23;23;56A;1CA;3.2;36.0;-35.0;14.6;5.5;77.1;-0.0001;-0.0028;
153.47;0;0;0;0;E;23;23;23;23;23;568;1CA;3.2;36.0;-34.0;14.6;5.5;77.1;0.0750;-0.0027;
153.72;0;0;0;0;E;23;23;22;22;23;563;1CA;3.2;36.7;-23.0;14.6;5.5;77.1;0.0790;-0.0024;
153.97;0;0;0;0;E;23;23;22;22;23;568;1CA;3.2;36.5;-9.5;14.6;5.5;77.1;0.0948;-0.0017;
154.22;0;0;0;0;E;23;22;22;22;22;555;1CA;3.2;36.5;-5.0;14.6;5.5;77.1;0.0948;-0.0007;
154.47;0;0;0;0;E;22;23;22;23;23;563;1CA;3.2;36.8;-5.0;14.6;5.5;77.1;0.0909;0.0053;
154.72;0;0;0;0;E;22;22;22;22;22;559;1CA;3.2;37.1;-2.5;14.6;5.5;77.1;0.0948;0.0069;
154.97;0;0;0;0;E;23;23;22;22;23;562;1CA;3.2;37.1;-3.5;14.6;5.5;77.1;0.0909;0.0091;
155.22;0;0;0;0;E;23;23;22;23;23;55B;1CA;3.2;37.6;-4.5;14.6;5.5;77.1;0.0909;0.0112;
155.47;0;0;0;0;F;23;23;22;22;23;565;1CA;3.2;37.6;-4.0;14.6;5.5;77.1;0.0909;0.0120;
155.72;0;0;0;0;F;23;23;22;23;23;565;1CA;3.2;38.0;-6.0;14.6;5.5;77.1;0.0830;0.0117;
155.98;0;0;0;0;F;22;23;22;22;22;55C;1CA;3.2;37.7;-11.5;14.6;5.5;77.1;-0.0001;0.0120;
156.23;0;0;0;0;F;22;22;22;22;23;555;1CA;3.2;37.7;-33.5;14.6;5.5;77.1;-0.0001;0.0110;
156.48;0;0;0;0;F;22;22;22;22;22;553;1CA;3.2;38.0;-29.5;14.6;5.5;77.1;0.0909;0.0078;
156.73;0;0;0;0;F;22;22;22;22;22;54F;1CA;3.2;38.3;-16.0;14.6;5.5;77.1;0.0948;0.0066;
156.98;0;0;0;0;F;22;22;22;22;22;547;1CA;3.2;38.3;-14.0;14.6;5.5;77.1;-0.0001;0.0059;
157.23;0;0;0;0;F;22;22;22;22;22;53C;1CA;3.2;38.3;-32.5;14.6;5.5;77.1;-0.0001;0.0044;
157.48;0;0;0;0;F;22;22;21;21;22;536;1CA;3.2;38.3;-55.5;14.6;5.5;77.1;-0.0001;0.0049;
157.73;0;0;0;0;F;21;21;21;21;21;52D;1CA;3.2;38.9;-57.0;14.6;5.5;77.1;-0.0001;0.0048;
157.98;0;0;0;0;F;21;21;21;21;21;520;1CA;3.2;38.9;-57.0;14.6;5.5;77.1;-0.0001;0.0048;
158.23;0;0;0;0;F;20;20;20;20;21;50F;1CA;3.2;38.8;-57.0;14.6;5.5;77.1;-0.0001;0.0035;
158.48;0;0;0;0;F;20;20;20;20;20;506;1CA;3.2;38.8;-57.0;14.6;5.5;77.1;-0.0001;0.0041;
158.73;0;0;0;0;F;20;20;20;20;20;4FF;1CA;3.2;39.1;-57.0;14.6;5.5;77.1;-0.0001;0.0051;
158.98;0;0;0;0;F;20;20;20;20;20;4ED;1CA;3.2;39.3;-57.0;14.6;5.5;77.1;-0.0001;0.0056;
159.23;0;0;0;0;F;1F;20;1F;1F;20;4EB;1CA;3.2;39.3;-57.0;14.5;5.5;77.1;-0.0001;0.0056;
159.48;0;0;0;0;F;1F;1F;1F;1F;1F;4D7;1CA;3.2;39.2;-56.5;14.5;5.5;77.1;-0.0001;0.0056;
159.73;0;0;0;0;F;1F;1F;1F;1F;1F;4D3;1CA;3.2;39.4;-57.0;14.5;5.5;77.1;-0.0001;0.0049;
159.98;0;0;0;0;F;1F;1F;1F;1F;1F;4CF;1CA;3.2;39.4;-55.5;14.5;5.5;77.1;-0.0001;0.0002;
160.23;0;0;0;0;F;1F;1E;1E;1E;1F;4BD;1CA;3.2;39.5;-55.0;14.5;5.5;77.1;-0.0001;-0.0044;
160.48;0;0;0;0;F;1F;1E;1E;1E;1E;4C0;1CA;3.2;39.5;-57.0;14.5;5.5;77.1;-0.0001;-0.0046;
160.73;0;0;0;0;F;1E;1E;1E;1E;1E;4B4;1CA;3.2;39.0;-57.0;14.5;5.5;77.1;-0.0001;-0.0051;
160.99;0;0;0;0;F;1E;1E;1E;1E;1E;4A6;1CA;3.2;38.9;-57.0;14.5;5.5;77.1;-0.0001;-0.0062;
161.24;0;0;0;0;F;1E;1D;1D;1D;1E;49F;1CA;3.2;38.9;-56.5;14.5;5.5;77.1;-0.0001;-0.0056;
161.49;0;0;0;0;F;1D;1D;1D;1D;1D;48F;1CA;3.2;39.0;-56.0;14.5;5.5;77.1;-0.0001;-0.0044;
161.74;0;0;0;0;F;1D;1D;1D;1D;1D;488;1CA;3.2;39.0;-57.0;14.5;5.5;77.1;-0.0001;-0.0039;
161.99;0;0;0;0;F;1D;1D;1D;1D;1D;47A;1CA;3.2;38.4;-56.5;14.5;5.5;77.1;-0.0001;-0.0021;
162.24;0;0;0;0;F;1D;1D;1C;1C;1D;474;1CA;3.2;38.4;-57.0;14.5;5.5;77.1;-0.0001;-0.0017;
162.49;0;0;0;0;F;1C;1C;1C;1C;1C;463;1CA;3.2;38.5;-57.0;14.5;5.5;77.1;-0.0001;-0.0009;
162.74;0;0;0;0;F;1C;1C;1C;1C;1C;45E;1CA;3.2;38.3;-57.0;14.5;5.5;77.1;-0.0001;0.0020;
162.99;0;0;0;0;F;1C;1C;1C;1C;1C;450;1CA;3.2;38.3;-57.0;14.5;5.5;77.1;-0.0001;0.0048;
163.24;0;0;0;0;F;1B;1C;1B;1B;1B;449;1CA;3.2;38.0;-57.0;14.5;5.5;77.1;-0.0001;0.0066;
163.49;0;0;0;0;F;1B;1B;1B;1B;1B;440;1CA;3.2;38.3;-57.0;14.5;5.5;77.1;-0.0001;0.0066;
163.74;0;0;0;0;F;1B;1B;1B;1B;1B;437;1CA;3.2;38.3;-57.0;14.5;5.5;77.1;-0.0001;0.0062;
163.99;0;0;0;0;F;1B;1B;1B;1B;1B;42D;1CA;3.2;38.1;-57.0;14.5;5.5;77.1;-0.0001;0.0060;
164.24;0;0;0;0;F;1B;1B;1A;1A;1B;426;1CA;3.2;38.1;-57.5;14.5;5.5;77.1;-0.0001;0.0060;
164.49;0;0;0;0;F;1A;1A;1A;1A;1A;416;1CA;3.2;38.0;-57.0;14.5;5.5;77.1;-0.0001;0.0041;
164.74;0;0;0;0;F;1A;1A;1A;1A;1A;407;1CA;3.2;38.3;-57.5;14.5;5.5;77.1;-0.0001;0.0031;
164.99;0;0;0;0;F;1A;1A;19;1A;1A;40B;1CA;3.2;38.3;-57.5;14.5;5.5;77.1;-0.0001;-0.0037;
165.24;0;0;0;0;F;19;19;19;19;19;3EF;1CA;3.2;38.3;-57.5;14.5;5.5;77.1;0.0315;0.0007;
165.49;0;0;0;0;F;19;19;19;19;19;3ED;1CA;3.2;38.2;-40.5;14.5;5.5;77.1;0.0474;0.0027;
165.74;0;0;0;0;F;19;18;19;19;19;3D4;1CA;3.2;38.2;-35.5;14.5;5.5;77.1;-0.0001;-0.0030;
166.01;0;0;0;0;F;19;19;18;18;19;3DB;1CA;3.2;38.2;-45.5;14.5;5.5;77.1;-0.0001;-0.0042;
166.26;0;0;0;0;F;18;19;18;18;18;3CD;1CA;3.2;38.5;-47.0;14.5;5.5;77.1;0.0434;0.0063;
166.51;0;0;0;0;10;18;18;18;18;18;3C8;1CA;3.2;38.4;-39.5;14.5;5.5;77.1;-0.0001;0.0024;
166.76;0;0;0;0;10;18;18;18;18;18;3B6;1CA;3.2;38.4;-24.0;14.5;5.5;77.1;-0.0000;0.0024;
167.01;0;0;0;0;10;18;18;17;18;18;3B9;1CA;3.2;38.5;-27.0;14.5;5.5;77.1;-0.0000;-0.0020;
167.26;1;0;0;0;10;18;17;17;17;17;36F;1CA;3.2;38.5;-11.5;14.5;5.5;77.1;-0.0000;-0.0030;
167.51;1;0;0;0;10;18;18;18;18;18;349;1CA;3.2;38.5;27.0;14.5;5.5;77.1;-0.0039;-0.0066;
167.76;1;0;0;0;10;18;18;18;18;18;36D;1CA;3.2;37.8;18.5;14.5;5.5;77.1;-0.0039;-0.0092;
168.01;1;0;0;0;10;18;18;18;18;18;394;1CA;3.2;37.8;4.0;14.5;5.5;77.1;-0.0039;-0.0144;
168.26;1;0;0;0;10;18;17;17;17;18;3E4;1CA;3.2;37.6;-47.0;14.5;5.5;77.1;-0.0001;-0.0142;
168.51;1;0;0;0;10;17;17;18;17;18;3BB;1CA;3.2;38.1;-55.5;14.5;5.5;77.1;-0.0001;-0.0149;
168.76;1;0;0;0;10;16;16;16;16;16;416;1CA;3.2;38.1;-59.0;14.5;5.5;77.1;-0.0001;-0.0159;
169.01;1;0;0;0;10;16;16;16;16;16;47A;1CA;3.2;38.4;-59.5;14.5;5.5;77.1;-0.0001;-0.0159;
169.26;1;0;0;0;10;14;14;14;14;14;529;1CA;3.2;38.4;-60.5;14.5;5.5;77.1;-0.0001;-0.0162;
169.51;1;0;0;0;10;14;14;14;14;14;504;1CA;3.2;39.2;-60.0;14.5;5.5;77.1;-0.0001;-0.0162;
169.76;1;0;0;0;10;13;14;13;13;13;4F1;1CA;3.2;39.1;-59.5;14.5;5.5;77.1;-0.0001;-0.0165;
170.01;1;0;0;0;10;13;13;13;13;13;4BA;1CA;3.2;39.1;-58.5;14.5;5.5;77.1;-0.0001;-0.0177;
170.26;0;0;0;0;10;12;12;12;12;12;483;1CA;3.2;39.1;-58.0;14.5;5.5;77.1;-0.0001;-0.0124;
170.51;0;0;0;0;10;12;12;11;12;12;482;1CA;3.2;38.9;-41.0;14.5;5.5;77.1;0.1620;-0.0098;
170.76;0;0;0;0;10;11;11;11;11;11;46D;1CA;3.2;39.4;9.0;14.5;5.5;77.1;0.2134;0.0039;
171.02;0;0;0;0;10;11;11;11;11;11;470;1CA;3.2;39.4;32.0;14.5;5.5;77.1;0.2213;0.0055;
171.27;0;0;0;0;10;12;12;12;12;12;483;1CA;3.2;39.1;57.5;14.5;5.5;77.1;0.2293;0.0218;
171.52;0;0;0;0;10;12;12;12;12;12;49E;1CA;3.2;38.9;60.0;14.5;5.5;77.1;0.2134;0.0295;
171.77;0;0;0;0;10;13;13;13;12;13;4BE;1CA;3.2;38.9;52.5;14.5;5.5;77.1;0.1976;0.0311;
172.02;0;0;0;0;10;13;13;13;13;13;4C8;1CA;3.2;39.1;45.5;14.5;5.5;77.1;0.1778;0.0330;
172.27;0;0;0;0;10;13;13;13;13;13;4E6;1CA;3.2;39.1;32.0;14.5;5.5;77.1;0.1620;0.0327;
172.52;0;0;0;0;10;13;14;13;14;13;4E8;1CA;3.2;38.7;28.5;14.5;5.5;77.1;0.1541;0.0360;
172.77;0;0;0;0;10;13;14;13;14;14;4F0;1CA;3.2;38.0;27.0;14.5;5.5;77.1;0.1620;0.0265;
173.02;0;0;0;0;10;14;14;14;14;14;507;1CA;3.2;38.0;24.5;14.5;5.5;77.1;0.1581;0.0279;
173.27;0;0;0;0;10;13;13;13;14;14;4F9;1CA;3.2;37.4;26.0;14.5;5.5;77.1;0.1699;0.0275;
173.52;0;0;0;0;10;14;14;14;14;14;512;1CA;3.2;36.5;25.5;14.5;5.5;77.1;0.1739;0.0275;
173.77;0;0;0;0;10;14;15;14;14;14;527;1CA;3.2;36.5;31.0;14.5;5.5;77.1;0.1778;0.0250;
174.02;0;0;0;0;10;14;15;14;15;15;52B;1CA;3.2;36.5;33.0;14.5;5.5;77.1;0.1857;0.0225;
174.27;0;0;0;0;10;14;15;14;15;15;546;1CA;3.2;36.5;35.0;14.5;5.5;77.1;0.1897;0.0140;
174.52;0;0;0;0;10;15;15;15;15;15;552;1CA;3.2;36.5;38.5;14.5;5.5;77.1;0.1936;0.0062;
174.77;0;0;0;0;10;15;15;15;15;15;567;1CA;3.2;36.5;42.5;14.5;5.5;77.1;0.2015;-0.0094;
175.02;0;0;0;0;10;16;16;16;16;16;58E;1CA;3.2;35.8;43.5;14.5;5.5;77.1;0.2134;-0.0209;
175.27;0;0;0;0;10;16;16;16;16;16;59A;1CA;3.2;35.8;49.5;14.5;5.5;77.1;0.2134;-0.0222;
175.52;0;0;0;0;10;17;17;17;17;17;59A;1CA;3.2;35.6;53.0;14.6;5.5;77.1;0.2134;-0.0222;
175.77;0;0;0;0;10;17;17;17;17;17;5D6;1CA;3.2;35.7;52.5;14.5;5.5;77.1;0.2134;-0.0259;
176.03;0;0;0;0;10;18;18;18;18;18;5F4;1CA;3.2;35.7;53.0;14.5;5.5;77.1;0.2134;-0.0259;
176.28;0;0;0;0;10;18;18;18;18;18;608;1CA;3.2;35.5;57.0;14.5;5.5;77.1;0.2213;-0.0140;
176.53;0;0;0;0;10;19;19;19;19;19;635;1CA;3.2;35.3;55.0;14.5;5.5;77.1;0.2292;-0.0144;
176.78;0;0;0;0;10;19;19;19;19;19;65F;1CA;3.2;35.3;61.0;14.6;5.5;77.1;0.2292;0.0027;
177.03;0;0;0;0;10;1A;1A;1A;1A;1A;68E;1CA;3.2;35.4;59.5;14.5;5.5;77.1;0.2332;0.0106;
177.28;0;0;0;0;10;1A;1B;1A;1B;1A;6AD;1CA;3.2;35.4;65.5;14.5;5.5;77.1;0.2450;0.0172;
177.53;0;0;0;0;10;1B;1B;1B;1B;1B;6D0;1CA;3.2;35.2;68.5;14.5;5.5;77.1;0.2450;0.0213;
177.78;0;0;0;0;10;1B;1C;1C;1C;1C;6F2;1CA;3.2;35.0;69.0;14.5;5.5;77.1;0.2411;0.0213;
178.03;0;0;0;0;10;1C;1C;1C;1D;1C;71C;1CA;3.2;35.0;68.0;14.6;5.5;77.1;0.2411;0.0240;
178.28;0;0;0;0;10;1D;1D;1D;1D;1D;740;1CA;3.2;34.7;64.0;14.6;5.5;77.1;0.2292;0.0241;
178.53;0;0;0;0;10;1D;1E;1D;1E;1E;75E;1CA;3.2;34.7;60.5;14.5;5.5;77.1;0.2253;0.0236;
178.78;0;0;0;0;10;1E;1E;1E;1E;1E;739;1CA;3.2;34.5;-0.5;14.5;5.5;77.1;-0.0001;0.0227;
179.03;1;0;0;0;10;1E;1E;1E;1E;1E;65E;1CA;3.2;34.5;-47.0;14.5;5.5;77.1;-0.0001;0.0133;
179.28;1;0;0;0;10;1E;1E;1E;1E;1E;4A6;1CA;3.2;34.8;-51.0;14.5;5.5;77.1;-0.0001;0.0102;
179.53;1;0;0;0;10;1D;1D;1E;1D;1E;3E6;1CA;3.2;34.9;21.5;14.5;5.5;77.1;0.1936;-0.0078;
179.78;0;0;0;0;10;1E;1E;1E;1E;1E;4C0;1CA;3.2;34.9;98.5;14.5;5.5;77.1;0.2886;-0.0134;
180.03;0;0;0;0;10;1F;1F;1F;1E;1F;4C0;1CA;3.2;34.7;100.0;14.5;5.5;77.1;0.2728;-0.0346;
180.28;0;0;0;0;10;1F;1F;1F;1F;1F;4E4;1CA;3.2;34.7;92.5;14.5;5.5;77.1;0.2648;-0.0421;
180.53;0;0;0;0;10;20;1F;20;20;20;4EA;1CA;3.2;34.5;90.0;14.5;5.5;77.1;0.2569;-0.0405;
180.78;0;0;0;0;10;20;20;20;20;20;506;1CA;3.2;34.5;85.0;14.5;5.5;77.1;0.2569;-0.0395;
181.04;0;0;0;0;10;20;21;21;20;21;517;1CA;3.2;34.5;76.0;14.5;5.5;77.1;0.2292;-0.0248;
181.29;0;0;0;0;10;21;21;21;21;21;51E;1CA;3.2;33.8;61.5;14.5;5.5;77.1;0.2016;-0.0137;
181.54;0;0;0;0;10;21;21;21;21;21;51C;1CA;3.2;33.9;-20.5;14.5;5.5;77.1;-0.0001;-0.0085;
181.79;0;0;0;0;10;21;21;21;21;21;512;1CA;3.2;33.9;-19.0;14.5;5.5;77.1;0.1146;0.0003;
182.04;0;0;0;0;10;20;20;20;20;21;516;1CA;3.2;33.7;10.5;14.5;5.5;77.1;0.2095;0.0049;
182.29;0;0;0;0;10;20;21;20;21;21;524;1CA;3.2;34.0;29.5;14.5;5.5;77.1;0.1857;0.0042;
182.54;0;0;0;0;10;21;21;21;21;21;51E;1CA;3.2;34.0;30.5;14.5;5.5;77.1;0.1739;0.0024;
182.79;0;0;0;0;11;21;21;21;21;21;520;1CA;3.2;34.0;30.0;14.5;5.5;77.1;0.1581;0.0024;
183.04;0;0;0;0;11;21;21;21;21;21;527;1CA;3.2;34.2;21.0;14.5;5.5;77.1;0.1383;0.0027;
183.29;0;0;0;0;11;21;21;21;21;21;525;1CA;3.2;33.7;18.0;14.5;5.5;77.1;0.1383;0.0034;
183.54;0;0;0;0;11;21;21;21;21;21;52B;1CA;3.2;33.7;13.0;14.5;5.5;77.1;0.1343;0.0027;
183.79;0;0;0;0;11;21;21;21;21;21;51F;1CA;3.2;33.8;14.0;14.5;5.5;77.1;0.1343;0.0060;
184.04;0;0;0;0;11;21;21;21;21;21;525;1CA;3.2;33.8;12.5;14.5;5.5;77.1;0.1383;0.0069;
184.29;0;0;0;0;11;21;21;21;21;21;535;1CA;3.2;34.1;15.5;14.5;5.5;77.1;0.1501;0.0170;
184.54;0;0;0;0;11;20;21;21;21;21;516;1CA;3.2;34.4;21.5;14.5;5.5;77.1;0.1620;0.0137;
184.79;0;0;0;0;11;21;21;21;21;21;525;1CA;3.2;34.4;25.5;14.5;5.5;77.1;0.1660;0.0159;
185.04;0;0;0;0;11;21;21;21;21;21;52C;1CA;3.2;35.2;25.5;14.5;5.5;77.1;0.1581;0.0156;
185.29;0;0;0;0;11;21;21;21;21;21;52C;1CC;3.2;36.0;24.5;14.5;5.5;77.1;0.1581;0.0145;
185.54;0;0;0;0;11;21;21;21;21;21;52D;1CC;3.2;36.0;27.5;14.5;5.5;77.1;0.1778;0.0091;
185.79;0;0;0;0;11;21;21;21;21;21;52C;1CC;3.2;35.9;33.0;14.5;5.5;77.1;0.1936;-0.0051;
186.05;0;0;0;0;11;21;21;21;21;21;53A;1CC;3.2;35.9;37.5;14.5;5.5;77.1;0.1936;-0.0039;
186.30;0;0;0;0;11;21;22;22;22;22;53E;1CC;3.2;36.2;39.0;14.5;5.5;77.1;0.1897;0.0009;
186.55;0;0;0;0;11;22;22;22;22;22;542;1CC;3.2;35.9;38.5;14.5;5.5;77.1;0.1857;0.0012;
186.80;0;0;0;0;11;22;22;22;22;22;548;1CC;3.2;35.9;39.5;14.5;5.5;77.1;0.1936;0.0027;
187.05;0;0;0;0;11;22;22;22;22;22;54F;1CC;3.2;35.9;53.5;14.6;5.5;77.1;0.2609;0.0041;
187.30;0;0;0;0;11;22;22;22;22;22;559;1CC;3.2;36.0;71.0;14.6;5.5;77.1;0.2648;0.0080;
187.55;0;0;0;0;11;22;23;22;22;22;563;1CC;3.2;36.2;83.5;14.6;5.5;77.1;0.2648;0.0142;
187.80;0;0;0;0;11;23;23;22;23;23;568;1CC;3.2;36.2;83.5;14.5;5.5;77.1;0.2569;0.0234;
188.05;0;0;0;0;11;23;23;23;23;23;578;1CC;3.2;35.9;79.5;14.5;5.5;77.1;0.2451;0.0262;
188.30;0;0;0;0;11;23;23;23;23;23;584;1CC;3.2;36.2;75.0;14.6;5.5;77.1;0.2451;0.0268;
188.55;0;0;0;0;11;23;24;23;24;24;580;1CC;3.2;36.2;73.5;14.6;5.5;77.1;0.2371;0.0241;
188.80;0;0;0;0;11;24;24;23;24;24;58B;1CC;3.2;36.1;56.0;14.6;5.5;77.1;0.1897;0.0240;
189.05;0;0;0;0;11;23;23;23;24;24;578;1CC;3.2;36.1;-29.5;14.5;5.5;77.1;-0.0001;0.0236;
189.30;0;0;0;0;11;23;23;23;23;23;572;1CC;3.2;35.9;-44.5;14.5;5.5;77.1;0.0078;0.0227;
189.55;0;0;0;0;11;23;23;22;23;23;560;1CC;3.2;36.6;-14.5;14.5;5.5;77.1;0.1304;0.0211;
189.80;0;0;0;0;11;22;23;22;22;22;557;1CC;3.2;36.6;0.0;14.6;5.5;77.1;0.1304;0.0186;
190.05;0;0;0;0;11;22;22;22;22;22;562;1CC;3.2;36.6;6.5;14.6;5.5;77.1;0.1225;0.0183;
190.30;0;0;0;0;11;22;22;22;22;22;548;1CC;3.2;36.8;8.5;14.6;5.5;77.1;0.1106;0.0158;
190.55;0;0;0;0;11;22;22;22;22;22;53F;1CC;3.2;36.8;-20.0;14.6;5.5;77.1;-0.0001;0.0131;
190.80;0;0;0;0;11;22;22;21;21;22;531;1CC;3.2;37.0;-36.0;14.6;5.5;77.1;-0.0001;0.0066;
191.07;0;0;0;0;11;21;21;21;21;21;52A;1CC;3.2;37.0;-27.0;14.6;5.5;77.1;0.0988;0.0062;
191.32;0;0;0;0;11;21;21;21;21;21;523;1CC;3.2;37.0;-9.5;14.6;5.5;77.1;0.1225;0.0041;
191.57;0;0;0;0;12;20;20;21;21;21;51A;1CC;3.2;37.0;7.0;14.5;5.5;77.1;0.1501;0.0044;
191.82;0;0;0;0;12;21;20;20;20;21;51B;1CC;3.2;37.2;15.0;14.5;5.5;77.1;0.1581;0.0031;
192.07;0;0;0;0;12;20;21;21;20;21;517;1CC;3.2;37.2;26.5;14.6;5.5;77.1;0.1739;0.0044;
192.32;0;0;0;0;12;21;21;20;21;21;51A;1CC;3.2;37.2;29.0;14.6;5.5;77.1;0.1778;0.0056;
192.57;0;0;0;0;12;21;21;21;21;21;51D;1CC;3.2;36.7;31.0;14.5;5.5;77.1;0.1620;0.0041;
192.82;0;0;0;0;12;21;20;21;21;21;51B;1CC;3.2;36.7;30.5;14.5;5.5;77.1;0.1778;0.0012;
193.07;0;0;0;0;12;20;20;20;20;20;4DF;1CC;3.2;36.7;-8.0;14.5;5.5;77.1;-0.0001;-0.0023;
193.32;0;0;0;0;12;20;20;20;20;20;4FC;1CC;3.2;36.5;-35.5;14.5;5.5;77.1;-0.0001;-0.0041;
193.57;0;0;0;0;12;20;1F;20;1F;20;4E4;1CC;3.2;36.5;-54.0;14.5;5.5;77.1;-0.0001;-0.0074;
193.82;0;0;0;0;12;1F;1F;1F;1F;1F;4D4;1CC;3.2;36.0;-54.0;14.5;5.5;77.1;-0.0001;-0.0154;
194.07;0;0;0;0;12;1E;1E;1E;1E;1E;4B1;1CC;3.2;36.0;-53.0;14.5;5.5;77.1;-0.0001;-0.0222;
194.32;0;0;0;0;12;1E;1E;1E;1D;1E;4A0;1CC;3.2;35.8;-53.5;14.5;5.5;77.1;-0.0001;-0.0257;
194.57;1;0;0;0;12;1D;1D;1D;1D;1D;483;1CC;3.2;35.3;-53.5;14.5;5.5;77.1;-0.0001;-0.0279;
194.82;1;0;0;0;12;1D;1D;1D;1D;1D;399;1CC;3.2;35.3;-14.0;14.5;5.5;77.1;-0.0000;-0.0402;
195.07;1;0;0;0;12;1D;1C;1D;1D;1D;352;1CC;3.2;35.0;30.5;14.5;5.5;77.1;-0.0039;-0.0449;
195.32;1;0;0;0;12;1D;1D;1D;1C;1C;370;1CC;3.2;35.0;20.5;14.5;5.5;77.1;-0.0039;-0.0519;
195.57;1;0;0;0;12;1C;1C;1C;1C;1C;37F;1CC;3.2;34.4;13.5;14.5;5.5;77.1;-0.0039;-0.0570;
195.82;1;0;0;0;12;1C;1B;1C;1B;1C;3B1;1CC;3.2;34.4;-9.5;14.5;5.5;77.1;-0.0000;-0.0623;
196.10;1;0;0;0;12;1B;1B;1B;1B;1B;3F8;1CC;3.2;33.9;-53.0;14.5;5.5;77.1;-0.0001;-0.0622;
196.35;1;0;0;0;12;1A;19;1A;19;19;439;1CC;3.2;34.0;-55.5;14.5;5.5;77.1;-0.0001;-0.0620;
196.60;1;0;0;0;12;18;18;18;18;18;477;1CC;3.2;34.0;-56.0;14.5;5.5;77.1;-0.0001;-0.0609;
196.85;1;0;0;0;12;17;16;17;16;17;4F5;1CC;3.2;34.2;-55.5;14.5;5.5;77.1;-0.0001;-0.0583;
197.10;1;0;0;0;12;15;15;15;15;15;55E;1CC;3.2;34.5;-44.5;14.5;5.5;77.1;0.0276;-0.0534;
197.35;1;0;0;0;12;15;15;15;14;14;525;1CC;3.2;34.5;-29.0;14.5;5.5;77.1;0.0513;-0.0395;
197.60;1;0;0;0;12;14;13;13;14;14;4FD;1CC;3.2;34.8;-15.5;14.5;5.5;77.1;0.0671;-0.0373;
197.85;0;0;0;0;12;13;13;12;12;13;4A9;1CC;3.2;34.8;-15.0;14.5;5.5;77.1;0.0750;-0.0323;
198.10;0;0;0;0;12;12;12;12;12;12;485;1CC;3.2;34.3;-11.0;14.5;5.5;77.1;0.0948;-0.0353;
198.35;0;0;0;0;12;12;11;12;11;12;482;1CC;3.2;34.5;0.0;14.5;5.5;77.1;0.1778;-0.0378;
